concept,x1,x2,x3,x4,x5,x6,x7,x8,x9
true,23,1,14,7,5,26,20,9,3
true,23,7,25,18,11,21,9,4,16
true,3,16,7,20,22,10,12,14,24
true,5,20,14,12,23,8,26,18,2
true,27,8,25,22,10,16,1,14,3
true,19,10,4,15,13,24,6,17,8
true,22,18,2,4,24,20,7,11,27
true,22,16,24,3,8,5,14,12,18
true,22,3,1,26,5,19,7,15,17
true,17,5,12,10,7,19,2,23,25
true,15,10,2,5,8,22,17,13,25
true,26,22,20,11,24,3,15,1,6
true,1,16,9,12,25,22,5,3,14
true,10,7,1,3,22,16,5,14,12
true,7,1,20,24,22,26,13,4,18
true,25,27,3,18,14,9,7,21,12
true,23,21,4,8,10,15,25,19,13
true,15,13,8,1,3,11,27,21,18
true,3,5,22,19,8,12,1,14,27
true,14,7,27,4,18,22,2,16,9
true,27,22,7,13,5,1,24,3,19
true,17,23,6,26,10,14,2,8,21
true,15,11,17,13,4,1,22,9,26
true,18,2,12,7,16,5,9,23,25
true,4,2,25,12,15,23,10,20,7
true,5,11,16,13,8,1,26,24,3
true,27,10,12,6,25,8,16,4,22
true,15,2,19,8,22,17,11,4,26
true,20,27,5,1,18,23,14,16,25
true,15,2,25,13,19,5,10,21,27
true,18,4,13,27,6,22,15,8,10
true,12,9,14,16,2,27,21,25,7
true,18,20,4,27,10,16,6,23,13
true,21,19,8,13,27,15,17,25,1
true,26,17,12,7,9,2,24,22,15
true,7,20,16,27,11,1,25,3,23
true,14,18,20,4,8,24,11,22,1
true,15,24,11,1,13,22,4,6,26
true,27,25,13,3,17,22,5,9,15
true,13,1,9,18,3,21,11,5,27
true,22,8,1,18,15,10,6,25,3
true,8,26,4,18,15,11,6,13,24
true,26,13,3,17,5,8,23,11,21
true,22,26,4,12,18,20,14,7,9
true,18,13,22,26,24,1,7,10,4
true,27,25,13,21,15,10,8,17,3
true,12,17,20,27,22,1,25,5,3
true,25,11,3,9,15,23,6,19,1
true,24,22,15,7,5,20,1,17,10
true,6,11,13,17,4,21,9,2,24
true,8,11,23,3,20,17,25,15,1
true,26,13,16,21,4,23,9,19,7
true,8,3,16,6,21,13,19,11,25
true,5,27,19,23,7,17,1,14,9
true,9,12,21,16,18,3,25,1,14
true,8,25,1,11,17,6,27,19,14
true,9,16,27,18,20,22,14,12,5
true,17,6,10,4,2,19,8,26,12
true,9,13,19,23,6,4,15,26,11
true,25,9,4,16,20,14,11,1,27
true,27,25,20,18,4,9,6,22,11
true,14,17,4,23,25,21,7,2,12
true,2,21,17,26,9,19,7,12,24
true,6,21,25,19,11,23,4,27,2
true,9,2,15,7,18,4,24,12,21
true,23,7,10,4,16,27,25,13,18
true,22,18,1,5,11,3,14,9,26
true,14,6,8,25,21,10,17,12,1
true,2,19,24,21,15,27,11,13,17
true,9,24,20,22,6,18,1,3,13
true,6,1,8,4,15,23,18,11,26
true,16,18,27,10,5,25,8,14,23
true,13,15,17,10,27,7,19,25,22
true,3,25,15,5,20,17,1,22,9
true,17,23,6,26,2,10,14,8,19
true,18,15,13,8,3,22,27,11,5
true,18,15,8,6,1,27,20,23,11
true,9,19,24,14,7,12,3,17,27
true,16,18,8,5,14,21,25,12,10
true,26,5,2,16,18,21,7,14,11
true,27,24,8,22,2,18,10,6,12
true,19,8,21,11,17,1,4,24,15
true,27,24,16,6,4,13,20,18,1
true,2,24,11,7,20,15,5,9,26
true,23,2,10,8,18,21,13,27,5
true,13,27,10,6,20,8,25,4,18
true,15,5,23,7,1,13,19,9,27
true,12,14,1,18,5,21,9,7,24
true,11,25,17,13,23,4,15,1,8
true,9,22,12,1,6,18,27,4,14
true,9,3,13,15,1,18,11,26,5
true,2,11,23,16,5,25,19,13,21
true,6,10,24,27,4,19,21,17,8
true,16,11,19,4,27,21,25,14,8
true,8,6,10,13,20,22,4,1,16
true,12,1,21,24,3,15,17,27,9
true,10,3,26,16,5,23,13,7,18
true,12,18,20,4,8,2,26,16,24
true,14,22,11,27,20,6,24,17,1
true,5,7,3,27,12,16,20,23,18
true,17,13,2,26,19,7,21,4,24
true,19,1,14,7,5,12,22,17,24
true,27,3,19,7,1,11,25,9,21
true,6,17,8,10,13,27,25,19,15
true,19,11,7,25,17,21,23,5,13
true,13,16,22,11,4,6,25,20,27
true,22,19,16,27,3,5,1,25,7
true,11,19,23,6,4,8,21,27,25
true,7,26,5,21,11,19,1,24,15
true,1,4,13,11,21,19,16,27,23
true,27,10,18,6,22,25,4,20,16
true,14,12,24,16,26,5,20,1,8
true,16,8,13,2,26,10,20,6,22
true,16,18,4,8,2,26,14,22,24
true,8,25,16,18,10,13,22,27,4
true,6,11,25,1,19,27,15,8,3
true,18,11,7,22,24,4,14,2,20
true,2,11,25,7,16,18,9,5,21
true,26,19,16,7,4,24,9,12,2
true,27,19,4,13,8,24,6,21,16
true,20,25,18,12,10,27,16,22,6
true,1,16,19,21,27,4,25,23,13
true,2,13,27,9,7,21,11,19,16
true,13,16,1,24,7,5,10,26,20
true,4,27,8,13,20,11,6,16,2
true,5,9,12,27,25,21,7,3,19
true,9,15,19,1,24,27,6,12,22
true,4,24,12,8,10,21,17,14,1
true,22,14,6,26,11,16,3,8,19
true,11,7,9,18,25,1,27,3,21
true,2,7,27,9,5,20,25,17,15
true,16,11,9,22,25,1,13,5,27
true,10,12,27,14,17,6,23,25,2
true,4,20,24,10,6,13,2,18,16
true,13,8,4,25,11,6,19,23,21
true,5,10,8,14,1,12,27,21,18
true,5,14,27,21,11,1,23,25,8
true,5,23,12,14,17,25,10,1,7
true,10,17,8,20,14,25,12,6,1
true,3,18,26,24,10,6,21,14,16
true,14,6,3,26,17,24,20,8,11
true,26,16,24,5,13,11,9,18,21
true,12,7,24,26,10,19,2,21,15
true,5,1,10,7,24,13,20,18,3
true,13,16,25,8,11,18,20,22,4
true,24,9,5,15,2,22,27,20,11
true,5,16,8,3,27,18,13,10,23
true,27,22,14,10,8,6,3,24,17
true,17,27,1,19,8,21,11,4,23
true,3,8,5,1,14,24,19,16,11
true,18,13,9,24,22,15,27,3,6
true,2,27,17,24,7,22,11,15,9
true,7,14,9,2,16,18,24,22,5
true,13,15,21,10,7,24,26,18,4
true,15,17,20,5,11,1,13,23,8
true,27,14,8,2,20,12,25,22,16
true,1,15,3,7,9,5,22,18,13
true,4,2,12,19,23,15,17,8,10
true,7,26,13,23,16,11,2,4,20
true,3,9,26,19,16,24,22,14,5
true,12,2,23,19,14,7,10,25,27
true,1,13,6,18,27,25,16,4,8
true,27,4,25,8,22,6,19,14,1
true,27,16,19,1,14,24,22,12,5
true,6,4,15,12,18,1,23,21,10
true,23,14,8,6,2,21,27,25,4
true,16,13,20,3,8,1,24,18,27
true,11,2,13,17,25,27,4,23,6
true,18,2,10,14,8,20,26,22,5
true,9,3,22,12,6,24,18,16,27
true,26,14,16,3,18,5,1,23,20
true,22,2,13,20,5,17,9,27,24
true,23,18,15,8,13,26,1,4,10
true,18,1,7,13,27,10,5,25,23
true,5,16,10,7,14,21,18,23,26
true,21,1,14,27,11,16,5,18,24
true,10,4,12,20,18,22,16,8,27
true,2,27,23,16,11,6,25,8,13
true,17,6,4,27,15,19,24,12,21
true,27,18,24,3,14,9,22,20,12
true,25,15,10,19,17,3,13,7,22
true,21,19,9,26,24,5,7,15,2
true,9,17,2,7,19,5,15,24,27
true,20,27,4,15,22,25,2,8,6
true,20,10,18,5,26,16,12,3,1
true,24,17,20,7,26,10,14,12,22
true,24,4,21,17,12,10,2,27,19
true,26,5,22,9,1,15,13,24,17
true,6,22,11,16,25,18,13,8,27
true,3,26,24,1,14,16,5,10,20
true,2,6,14,12,9,17,4,26,22
true,19,14,22,11,27,25,4,7,2
true,5,23,10,20,14,27,8,3,1
true,9,20,7,1,26,3,23,13,11
true,7,11,22,20,3,1,17,9,14
true,27,15,7,12,20,1,9,22,5
true,1,16,13,8,4,27,23,25,19
true,14,19,27,3,7,1,10,25,22
true,23,8,12,16,1,21,14,5,27
true,13,8,20,2,22,15,10,5,24
true,21,12,19,27,15,4,6,10,8
true,14,10,22,16,1,26,7,3,24
true,13,15,6,8,10,3,20,17,1
true,9,7,19,27,11,24,3,21,16
true,14,6,8,4,21,27,17,19,10
true,9,1,6,19,21,27,14,25,12
true,9,14,1,23,25,27,3,20,18
true,6,20,10,2,22,12,16,24,4
true,16,27,21,3,25,14,1,12,7
true,20,1,8,25,6,16,18,23,3
true,10,14,22,3,20,16,5,1,7
true,17,15,1,7,27,19,11,21,24
true,7,1,17,5,26,13,11,19,9
true,27,6,1,19,21,9,4,11,24
true,1,3,9,27,18,21,5,13,23
true,15,2,12,24,17,20,6,10,27
true,27,9,20,11,6,22,1,4,15
true,19,23,27,1,4,11,9,7,25
true,22,6,8,15,24,26,20,17,10
true,22,1,24,18,10,27,4,15,12
true,2,8,18,13,26,6,11,24,20
true,24,6,14,27,1,19,4,12,16
true,4,23,20,7,26,10,16,1,13
true,26,24,19,22,12,4,17,7,14
true,15,13,6,9,22,27,20,25,4
true,27,15,19,13,25,2,10,21,8
true,9,4,7,20,24,22,17,13,11
true,15,6,3,25,9,19,23,1,11
true,7,17,5,26,12,3,14,19,1
true,24,27,22,16,10,14,5,19,8
true,25,8,21,27,13,15,19,17,23
true,3,5,13,8,20,22,18,11,15
true,24,15,19,4,10,17,22,8,6
true,25,8,17,20,27,6,12,14,1
true,27,14,22,24,9,5,7,12,18
true,6,16,18,1,12,10,24,8,26
true,13,25,9,11,20,7,23,15,4
true,13,8,5,16,25,10,22,27,1
true,6,13,16,10,22,8,26,24,4
true,1,20,15,8,6,13,27,18,23
true,22,20,27,1,18,10,16,24,13
true,11,1,23,25,14,19,5,7,21
true,2,22,20,17,26,12,14,10,5
true,14,8,20,22,2,12,25,10,16
true,26,24,12,4,2,8,15,19,10
true,10,19,27,3,12,5,17,7,24
true,7,21,18,9,25,23,16,4,27
true,24,19,11,7,4,1,26,13,17
true,3,14,6,16,1,10,18,27,12
true,7,20,18,9,22,24,12,1,14
true,25,12,7,22,19,17,1,9,14
true,16,14,27,9,19,4,22,1,24
true,10,3,12,27,1,5,24,7,18
true,21,12,10,23,6,14,26,4,2
true,17,6,2,20,9,4,22,11,15
true,27,25,12,7,3,5,18,9,16
true,9,17,27,23,14,6,21,25,2
true,8,10,27,25,21,23,2,6,16
true,16,14,10,24,27,22,2,12,4
true,18,23,1,21,16,9,27,13,6
true,12,6,2,8,17,20,14,4,23
true,21,18,16,14,11,1,23,5,26
true,5,27,21,1,13,15,10,7,24
true,11,27,16,21,25,13,23,6,3
true,27,9,22,15,19,11,3,1,24
true,24,19,4,22,10,26,6,1,12
true,17,24,27,7,3,14,10,12,5
true,24,22,4,13,8,2,11,6,18
true,18,9,11,23,15,13,4,21,26
true,20,8,1,12,6,22,18,27,14
true,21,13,1,6,16,11,27,19,3
true,1,21,16,9,11,14,6,27,18
true,9,4,2,26,16,21,14,12,19
true,18,14,25,23,1,11,20,9,6
true,20,27,18,3,23,9,5,7,25
true,9,4,13,15,27,6,18,24,2
true,17,21,11,23,25,1,15,6,4
true,6,19,16,4,14,9,2,11,27
true,14,1,5,10,25,12,21,8,3
true,24,26,19,21,1,3,14,10,6
true,20,14,2,22,4,6,11,17,24
true,27,21,16,19,1,25,4,13,23
true,14,17,6,20,10,8,3,25,22
true,1,8,22,19,27,6,24,14,4
true,15,5,8,1,25,13,23,3,18
true,20,23,27,14,10,2,16,7,4
true,16,3,19,26,21,1,10,14,12
true,3,19,1,10,17,12,8,22,26
true,1,3,6,24,20,22,27,11,16
true,1,7,21,27,14,23,12,10,5
true,24,8,27,21,18,1,13,11,4
true,27,4,11,2,15,6,24,22,9
true,6,24,10,1,26,14,8,18,22
true,6,4,25,13,20,18,27,15,8
true,16,14,4,12,19,26,1,7,24
true,11,5,22,20,16,3,25,9,1
true,5,3,16,26,23,20,10,18,13
true,6,15,27,2,19,17,9,24,22
true,2,25,16,19,14,11,22,8,27
true,19,7,16,14,21,23,5,11,9
true,1,15,9,13,19,27,23,7,17
true,6,22,9,19,16,24,4,12,27
true,18,6,21,16,14,8,2,10,12
false,19,15,6,25,16,5,14,3,20
false,16,25,20,5,5,14,24,21,1
false,25,10,6,22,5,25,14,11,20
false,2,16,6,17,13,16,22,19,14
false,17,18,10,6,27,15,10,7,1
false,26,13,21,7,15,8,26,17,24
false,17,2,10,6,9,23,5,1,1
false,20,10,4,25,14,9,19,12,13
false,21,10,12,7,21,18,23,25,3
false,11,1,14,12,21,7,19,27,10
false,23,27,18,24,15,15,4,20,21
false,19,6,2,13,21,18,3,4,20
false,15,18,4,24,2,22,11,11,19
false,24,21,15,17,20,21,20,17,1
false,27,6,24,26,7,11,26,27,21
false,14,11,12,19,21,2,6,18,19
false,25,25,17,7,19,17,12,3,22
false,16,5,3,16,12,11,27,14,24
false,12,5,5,22,9,1,5,18,16
false,8,15,15,14,9,25,11,11,8
false,14,1,14,27,11,16,6,18,8
false,2,25,23,19,26,4,6,6,18
false,27,6,12,3,27,14,18,21,6
false,7,21,23,1,13,23,3,20,4
false,1,15,27,7,13,7,10,3,9
false,24,10,14,2,21,4,15,3,27
false,2,17,17,26,7,17,16,24,21
false,8,20,6,1,15,16,15,10,24
false,8,25,18,27,13,8,22,17,6
false,3,27,4,11,2,27,3,14,23
false,23,10,23,17,24,17,23,26,11
false,21,20,25,27,17,10,18,10,13
false,2,18,24,21,26,16,21,8,21
false,9,27,5,10,21,23,21,10,24
false,10,2,10,26,11,12,27,13,7
false,25,23,14,9,17,1,12,25,24
false,9,16,10,6,19,19,20,10,23
false,1,17,12,23,12,9,27,26,2
false,21,16,11,1,18,17,17,25,17
false,13,5,18,17,15,16,24,1,25
false,10,27,2,11,18,6,5,25,3
false,27,21,2,23,12,12,11,8,4
false,25,12,19,4,23,16,15,20,12
false,13,10,4,14,15,14,21,22,21
false,10,4,3,23,24,23,19,24,9
false,13,25,24,10,8,6,21,1,25
false,21,20,6,22,2,10,11,7,25
false,6,21,26,11,26,13,13,6,21
false,9,13,5,25,12,25,12,7,7
false,15,15,26,4,25,8,12,19,14
false,12,20,23,21,4,4,21,15,27
false,4,21,21,7,9,17,3,6,3
false,19,23,2,27,3,19,7,27,11
false,7,15,10,18,14,16,19,23,16
false,9,15,22,19,2,12,15,1,27
false,21,11,10,3,16,8,13,3,27
false,11,11,4,9,22,7,10,24,14
false,26,9,24,25,2,22,9,3,26
false,19,27,13,23,13,5,2,7,15
false,11,11,7,8,14,6,14,19,21
false,27,13,7,19,13,19,13,12,7
false,14,6,15,24,25,16,20,12,1
false,4,17,20,17,13,18,27,14,7
false,5,26,12,20,16,9,19,1,20
false,25,11,3,13,2,26,3,18,8
false,16,1,15,8,27,18,18,14,17
false,23,9,15,2,19,9,22,3,4
false,8,23,26,6,8,9,6,22,26
false,5,25,8,7,15,25,13,5,1
false,7,5,6,19,5,14,20,5,10
false,15,27,26,14,4,18,23,18,22
false,5,7,17,3,6,16,24,14,5
false,3,25,10,23,1,26,1,21,16
false,4,24,26,17,7,20,15,19,13
false,11,11,25,23,6,11,22,7,19
false,15,2,9,8,8,13,7,13,17
false,23,18,22,20,2,11,1,3,8
false,19,20,7,22,12,17,7,27,11
false,6,13,6,8,16,1,20,7,8
false,2,26,10,14,12,25,7,24,18
false,11,24,16,7,12,11,21,10,14
false,3,6,2,22,18,25,25,12,8
false,1,8,4,9,24,16,24,17,20
false,15,23,27,26,1,27,19,11,3
false,8,13,19,5,8,13,25,19,8
false,27,10,10,9,24,26,9,22,19
false,21,20,2,15,26,5,6,12,8
false,27,4,10,6,19,4,27,13,21
false,21,20,6,15,15,22,13,9,20
false,16,23,15,17,17,15,21,6,13
false,18,9,25,17,19,9,5,22,2
false,3,4,6,13,16,12,5,23,8
false,19,26,3,25,25,17,3,16,23
false,13,14,24,11,17,13,16,18,20
false,5,21,12,19,18,3,17,15,9
false,20,24,7,22,12,11,10,24,7
false,8,11,6,8,15,8,2,23,19
false,26,23,2,22,17,18,20,20,3
false,18,11,15,9,5,12,2,26,22
false,19,23,26,5,11,14,9,10,23
false,26,27,16,26,6,18,13,14,10
false,1,12,27,10,19,6,14,1,2
false,20,27,1,1,7,2,4,4,4
false,11,15,3,24,22,15,11,22,19
false,25,12,9,7,4,26,26,13,16
false,10,22,11,12,1,17,17,19,19
false,2,17,15,9,23,14,13,17,11
false,1,14,14,24,6,5,26,24,16
false,17,18,4,19,22,20,9,25,2
false,12,21,3,3,15,21,24,25,24
false,21,4,13,11,5,22,20,25,27
false,17,19,27,5,25,10,6,16,15
false,5,17,4,16,9,11,22,7,6
false,1,13,8,25,17,1,22,24,22
false,21,10,11,23,25,18,25,4,12
false,22,21,15,25,5,21,10,1,12
false,16,14,21,11,19,18,24,4,24
false,11,27,27,9,23,25,7,27,11
false,4,1,19,10,11,10,26,4,20
false,17,19,21,15,6,11,12,24,13
false,22,16,11,25,5,1,4,15,10
false,26,2,14,19,8,24,22,6,23
false,6,21,10,23,23,4,1,25,1
false,6,1,19,18,26,11,5,24,13
false,16,7,16,8,20,12,18,16,13
false,13,24,18,9,9,24,3,14,1
false,19,24,2,21,17,8,8,11,22
false,4,13,6,22,25,6,24,17,1
false,18,14,3,4,13,19,27,21,8
false,17,7,3,13,22,11,16,16,15
false,4,3,16,20,24,24,4,18,11
false,4,10,8,18,25,23,14,14,9
false,21,11,7,10,12,16,24,8,20
false,25,20,16,19,5,17,19,6,26
false,7,24,21,9,5,6,16,1,24
false,9,5,16,2,21,15,6,9,23
false,24,14,15,24,23,17,6,23,6
false,11,15,9,11,4,15,13,22,10
false,27,4,20,27,8,25,2,9,24
false,6,12,12,18,18,11,24,10,3
false,24,4,24,17,6,23,9,12,7
false,24,5,15,26,12,2,15,17,23
false,17,24,27,20,9,14,15,16,21
false,18,1,15,21,4,22,16,8,10
false,21,20,14,3,27,4,6,25,21
false,13,26,15,25,15,10,22,1,14
false,6,26,18,3,1,2,15,26,15
false,5,13,22,27,27,19,1,10,15
false,11,12,16,11,19,10,21,23,15
false,3,21,5,8,27,2,15,9,8
false,23,4,15,18,14,8,15,14,2
false,7,27,18,9,10,12,12,26,27
false,26,25,7,6,7,17,13,11,23
false,15,27,26,3,13,7,13,26,21
false,24,4,16,9,17,1,13,16,7
false,19,3,6,15,18,22,4,2,19
false,25,14,21,7,25,16,20,27,16
false,3,2,27,16,22,27,12,13,20
false,18,21,10,1,2,17,13,17,4
false,8,4,26,18,13,18,12,21,24
false,26,25,18,20,15,24,9,10,25
false,18,3,9,17,10,25,1,21,21
false,14,2,7,8,14,22,17,25,15
false,15,7,17,26,17,25,16,2,4
false,9,26,9,25,21,11,16,5,5
false,26,22,8,10,8,4,8,8,25
false,23,8,5,26,17,15,10,18,26
false,1,11,3,15,5,3,4,2,22
false,2,24,26,3,23,12,1,15,6
false,10,18,18,18,16,4,27,5,8
false,24,7,20,24,14,27,8,22,2
false,11,14,5,6,17,19,23,11,10
false,22,5,7,3,11,23,21,14,2
false,26,20,10,24,6,1,4,17,26
false,11,25,4,18,18,13,10,17,21
false,19,17,23,24,7,26,23,1,5
false,10,20,21,25,21,13,24,10,12
false,6,25,22,14,1,25,11,1,7
false,22,27,12,7,8,24,5,24,13
false,24,6,8,1,20,5,17,7,26
false,10,12,2,4,27,5,9,2,10
false,9,8,20,12,19,9,24,12,20
false,10,16,13,3,18,8,11,10,1
false,9,22,27,16,1,7,4,10,24
false,24,2,21,16,3,12,17,24,23
false,22,5,24,18,18,1,25,11,1
false,4,1,5,27,15,11,27,10,27
false,19,7,25,5,25,23,14,24,25
false,27,18,16,5,10,12,2,5,5
false,9,18,8,22,3,19,11,22,3
false,8,25,2,24,5,20,26,27,19
false,14,16,11,17,5,8,14,25,18
false,3,27,5,20,21,13,8,6,11
false,1,22,9,15,22,5,8,2,27
false,5,4,19,20,23,18,17,5,9
false,2,15,1,14,4,25,3,22,2
false,3,2,20,11,4,11,13,5,9
false,19,6,9,24,13,3,7,20,8
false,16,2,10,11,16,17,10,22,14
false,25,26,9,16,24,5,3,4,24
false,17,16,18,17,22,4,24,13,10
false,9,16,15,1,1,8,7,20,18
false,23,9,22,21,2,20,4,6,17
false,11,13,17,15,18,24,14,7,22
false,13,24,26,12,22,20,13,13,13
false,25,15,16,6,11,6,15,16,8
false,23,8,6,5,7,4,5,9,9
false,1,17,24,16,2,11,22,23,16
false,7,19,23,4,3,8,25,27,23
false,5,23,10,10,13,20,22,2,13
false,26,3,8,20,9,12,9,26,27
false,25,22,25,18,7,19,6,7,2
false,1,20,23,25,24,8,26,21,1
false,7,17,13,10,14,16,27,1,18
false,21,3,24,16,19,9,2,21,19
false,1,19,6,11,22,9,11,13,23
false,25,2,7,26,8,11,15,5,23
false,25,20,24,26,21,19,8,19,25
false,4,3,10,3,2,7,17,16,5
false,17,21,25,8,10,4,9,4,6
false,21,25,11,11,19,26,22,10,15
false,10,24,11,21,10,10,21,1,14
false,27,11,5,5,24,24,12,22,25
false,10,13,12,7,25,3,3,27,5
false,2,20,4,14,24,20,17,15,25
false,12,3,14,25,6,20,4,14,16
false,16,15,20,4,12,12,16,23,9
false,16,22,5,23,3,13,5,15,22
false,3,7,3,4,19,6,13,4,26
false,13,12,24,14,13,16,7,21,22
false,20,3,10,3,20,19,26,19,20
false,18,25,24,21,19,12,22,6,8
false,20,10,14,1,24,7,14,4,6
false,1,3,17,17,27,7,1,24,11
false,15,19,16,5,13,11,23,23,4
false,23,10,10,21,23,22,19,8,1
false,27,24,20,2,13,25,18,16,18
false,21,5,14,1,21,20,19,24,7
false,18,20,7,4,11,24,13,25,23
false,5,5,15,15,7,21,24,15,6
false,2,24,24,17,4,5,7,20,8
false,2,26,18,20,3,24,12,17,2
false,5,4,27,2,1,9,23,10,26
false,20,12,14,3,13,25,27,17,20
false,6,22,17,5,6,15,26,9,12
false,21,26,2,10,14,2,6,19,13
false,20,13,4,13,7,24,1,1,17
false,3,17,8,1,2,13,15,18,4
false,25,8,16,16,10,26,17,17,5
false,15,3,7,21,12,4,16,4,1
false,25,1,23,16,23,27,26,21,19
false,17,6,9,5,21,10,15,5,24
false,19,27,16,14,21,14,3,22,4
false,3,7,17,26,2,10,6,1,8
false,4,13,21,22,7,6,23,12,5
false,16,2,6,10,15,16,8,10,17
false,11,15,7,4,17,4,9,5,5
false,10,15,25,2,12,23,5,23,10
false,20,12,16,2,15,25,6,8,3
false,1,12,21,8,12,22,13,8,7
false,18,27,2,26,25,15,2,10,10
false,17,1,7,23,12,27,24,3,7
false,7,25,13,8,27,24,8,5,24
false,10,4,1,3,7,2,26,12,2
false,8,15,9,1,13,17,7,22,25
false,19,7,18,3,21,10,15,3,11
false,20,18,16,10,10,27,7,8,11
false,10,9,24,6,4,9,1,11,3
false,9,18,8,15,24,26,15,26,26
false,16,24,13,1,23,9,12,2,25
false,11,14,3,19,12,12,9,23,25
false,9,1,14,22,11,4,11,13,13
false,1,10,22,22,13,3,5,13,8
false,10,6,1,12,15,16,16,15,26
false,2,27,23,22,6,12,11,3,18
false,15,17,9,25,1,5,5,6,17
false,1,12,13,15,1,6,10,5,17
false,17,1,24,11,7,25,23,4,13
false,16,20,18,6,21,23,12,7,10
false,11,19,7,19,16,4,20,4,5
false,10,17,2,5,23,3,18,7,8
false,7,7,3,27,7,23,13,25,27
false,25,22,2,21,15,20,1,16,23
false,18,13,18,27,9,1,13,5,19
false,13,25,7,4,3,21,23,22,12
false,22,7,4,8,13,9,7,20,21
false,8,4,5,8,17,27,17,9,6
false,24,20,24,22,18,4,23,10,8
false,7,3,22,5,19,5,22,6,9
false,23,8,4,21,1,1,7,12,20
false,20,27,4,20,15,4,4,6,14
false,22,13,11,1,3,1,13,16,4
false,13,24,20,21,20,15,11,12,5
false,11,13,12,7,4,4,20,24,3
false,23,6,15,27,18,11,16,10,13
false,19,7,9,12,5,23,13,26,2
false,3,11,23,6,3,2,23,20,19
false,4,24,23,22,27,9,22,26,18
false,1,2,27,7,23,1,13,14,26
false,17,13,27,2,13,23,25,10,5
false,2,3,15,24,10,14,7,14,26
false,23,2,19,15,19,7,27,5,8
false,23,21,12,27,11,14,9,14,8
false,10,7,22,15,3,13,9,21,16
false,21,22,22,23,13,3,16,7,9
false,4,20,9,16,9,1,18,1,19
false,26,25,5,19,1,2,21,24,18
false,11,23,12,10,4,4,9,5,14
false,3,4,4,5,4,19,7,18,13
false,16,15,9,2,1,5,22,15,8
false,2,26,17,3,3,19,8,1,10
false,12,8,4,3,13,18,24,26,2
false,1,19,7,5,7,22,15,27,8
false,24,27,1,12,23,17,21,15,4
false,18,17,19,7,10,12,2,24,5
false,8,4,7,27,18,12,24,27,8
false,27,8,23,22,26,22,25,3,19
false,4,13,17,27,2,13,26,21,3
false,3,8,7,7,5,1,20,22,1
false,24,11,12,14,12,27,5,9,14
false,22,12,24,6,8,1,8,12,8
false,27,12,11,17,1,21,15,16,27
false,19,20,3,7,7,8,25,2,19
false,24,1,17,4,2,15,14,13,24
false,17,12,27,6,6,17,14,16,6
false,23,4,16,22,22,22,20,15,2
false,9,8,1,19,16,3,13,7,13
false,15,25,3,26,14,27,26,17,27
false,21,22,24,22,18,23,7,8,12
false,14,12,11,26,14,3,4,12,15
false,4,20,7,26,22,6,16,20,26
false,13,16,8,25,27,1,19,14,23
false,1,14,4,26,14,15,2,15,22
false,12,15,1,2,2,5,3,2,22
false,22,9,21,14,16,21,5,16,16
false,11,18,11,12,4,12,19,3,19
false,21,5,12,17,15,19,24,26,23
false,25,23,26,17,20,17,11,23,11
false,9,2,10,24,8,5,18,11,16
false,3,16,18,10,8,3,12,11,13
false,8,11,8,19,4,20,26,7,23
false,9,8,6,21,3,17,16,3,5
false,3,11,5,4,13,7,11,16,26
false,10,15,15,15,19,20,4,7,20
false,15,11,7,1,18,9,9,18,20
false,26,12,9,7,12,18,18,6,3
false,19,13,4,24,19,21,22,23,13
false,10,17,27,21,9,6,13,8,3
false,15,3,19,11,17,18,5,5,21
false,19,9,10,3,8,12,25,8,9
false,18,12,24,17,11,22,5,8,16
false,5,1,6,6,5,5,26,13,21
false,14,24,6,19,13,9,25,1,16
false,2,26,26,8,18,16,21,12,5
false,3,5,25,9,21,7,14,24,14
false,16,21,17,20,3,19,24,24,3
false,7,7,12,12,13,25,22,19,9
false,1,23,24,25,6,4,3,1,13
false,25,22,23,27,4,6,27,9,18
false,4,26,24,13,26,16,2,24,27
false,1,8,15,20,14,23,25,10,18
false,11,23,1,4,13,9,14,21,8
false,21,25,2,16,27,16,7,25,2
false,10,22,17,8,8,19,14,27,18
false,5,25,23,3,5,15,22,11,27
false,20,16,23,2,25,2,20,4,21
false,10,7,25,20,5,5,24,10,22
false,7,17,14,7,11,4,14,17,20
false,1,7,19,17,9,18,14,17,18
false,20,20,11,3,19,11,22,19,25
false,19,1,17,19,12,16,1,19,15
false,10,25,27,9,5,13,2,15,5
false,20,27,20,12,7,13,15,22,17
false,12,27,14,18,17,11,23,21,7
false,5,19,27,26,25,6,18,3,16
false,14,9,18,25,8,7,23,17,25
false,1,5,2,27,1,14,18,16,15
false,23,2,9,20,7,18,19,4,14
false,5,19,3,5,26,5,17,6,6
false,18,6,19,21,16,16,1,5,22
false,15,7,3,12,26,7,12,13,8
false,13,23,16,4,11,9,8,19,2
false,25,1,13,13,8,10,9,10,16
false,15,27,18,9,13,24,6,11,15
false,9,13,25,14,18,23,6,12,9
false,9,10,12,21,9,21,20,7,9
false,22,14,1,2,19,10,8,2,10
false,15,9,8,19,6,17,1,9,9
false,23,6,24,5,1,21,23,6,17
false,10,17,1,22,15,6,9,7,8
false,24,26,23,16,18,5,10,2,19
false,7,27,17,27,21,5,15,20,26
false,3,2,25,4,17,9,12,27,4
false,7,10,14,8,24,26,21,22,21
false,22,23,16,3,12,9,7,11,4
