concept,x1,x2,x3,x4,x5,x6
true,21,24,16,4,10,1
true,24,18,14,7,21,11
true,18,15,21,24,4,9
false,20,10,17,5,8,10
false,16,9,10,17,18,8
false,3,8,17,5,11,14
false,23,17,18,1,5,11
false,13,3,24,22,2,22
false,23,18,16,16,19,7
false,8,4,8,20,17,6
false,9,16,21,21,11,3
false,1,6,5,22,18,22
false,5,11,7,9,8,24
false,20,5,3,2,16,3
false,14,23,22,21,6,13
false,12,19,7,5,5,21
false,18,23,5,9,12,10
false,5,19,5,10,10,3
false,8,12,5,18,2,9
false,6,19,23,21,7,4
false,17,11,7,16,7,10
false,2,1,1,3,13,3
false,5,22,21,17,9,20
false,1,15,14,8,24,20
false,20,16,23,13,11,8
false,10,2,18,13,19,18
false,23,20,20,20,8,10
false,9,16,19,6,1,10
false,18,18,19,21,13,2
false,24,4,6,11,9,19
false,22,1,7,2,19,13
false,2,12,24,20,15,1
false,12,5,18,21,9,16
false,4,15,17,13,18,21
false,17,1,22,19,6,16
false,4,2,6,15,13,3
false,21,16,17,10,10,4
false,2,10,15,17,6,3
false,3,11,17,21,7,1
false,8,11,15,20,17,3
false,23,19,1,19,3,14
false,7,3,24,9,19,20
false,13,22,7,6,3,10
false,8,22,4,16,18,1
false,8,17,11,1,10,16
false,7,13,15,17,7,23
false,3,20,21,21,21,6
false,22,8,6,15,5,2
false,11,10,19,18,19,22
false,6,14,19,21,16,16
false,18,11,17,1,7,10
false,8,15,5,5,22,14
false,5,7,1,6,12,23
false,11,11,14,4,15,15
false,15,2,18,18,9,16
false,11,19,16,11,15,11
false,19,14,10,9,3,23
false,16,4,4,1,14,23
false,8,5,5,2,22,4
false,8,19,7,12,2,19
false,3,5,15,11,22,23
false,15,1,5,4,21,17
false,5,23,11,6,22,10
false,18,4,1,14,5,2
false,16,18,14,11,5,5
false,24,6,19,14,16,8
false,20,15,17,11,24,9
false,21,11,23,18,18,14
false,11,7,4,2,7,17
false,5,11,20,24,8,12
false,17,14,4,13,9,14
false,1,18,19,23,12,10
false,10,9,6,8,21,2
false,7,20,1,2,15,3
false,17,5,11,7,4,20
false,16,18,23,19,9,22
false,15,22,10,9,3,18
false,17,20,11,10,17,22
false,7,17,24,23,12,12
false,8,10,21,17,21,4
false,12,19,10,3,22,14
false,3,9,1,10,20,21
false,6,17,3,21,5,20
false,24,11,3,3,23,22
false,19,19,7,23,23,20
false,17,3,9,14,5,8
false,13,19,6,13,16,17
false,16,15,12,24,12,7
false,23,16,3,8,6,23
false,21,6,22,2,21,23
false,18,7,2,23,23,2
false,20,22,17,16,10,2
false,10,17,14,11,2,3
false,20,15,4,17,9,20
false,18,18,2,3,16,16
false,9,8,13,3,17,20
false,23,15,2,8,5,17
false,9,9,9,3,2,18
false,23,24,24,10,20,16
false,13,11,14,5,3,7
false,6,17,17,15,10,14
false,18,2,14,7,7,20
false,22,8,19,19,20,6
false,9,7,1,9,12,20
false,19,15,21,10,22,7
false,23,16,11,1,4,2
false,22,1,23,4,7,14
false,23,13,14,3,4,18
false,5,17,14,4,7,18
false,10,10,2,13,6,20
false,4,1,14,1,10,1
false,7,12,4,10,11,2
false,24,20,8,15,6,19
false,14,21,6,23,24,5
false,19,14,7,14,11,6
false,23,16,10,2,6,18
false,2,12,23,2,16,15
false,14,13,18,5,17,23
false,11,12,10,5,5,3
false,3,7,22,14,11,1
false,1,15,16,16,24,6
false,3,9,11,23,16,14
false,8,9,4,11,16,8
false,16,9,1,9,3,6
false,22,15,13,19,11,5
false,2,17,7,22,14,23
false,16,14,15,12,6,15
false,7,20,6,4,22,19
false,12,11,12,19,2,2
false,2,4,22,11,23,22
false,2,16,5,1,23,5
false,6,16,5,23,10,13
false,1,4,4,19,20,13
false,6,20,5,20,20,12
false,9,21,18,22,12,9
false,4,15,14,12,14,24
false,20,6,18,18,21,2
false,19,18,4,21,3,7
false,21,19,8,6,7,13
false,21,9,12,23,11,22
false,16,23,24,4,1,23
false,13,13,7,24,13,18
false,2,5,12,17,21,13
false,8,14,17,1,5,19
false,1,12,6,22,3,6
false,8,14,18,11,3,10
false,8,3,24,6,19,2
false,18,8,24,18,19,4
false,5,22,7,18,10,4
false,18,5,4,21,21,21
false,17,15,1,23,4,7
false,24,14,15,6,13,23
false,18,19,19,14,23,12
false,20,11,22,2,7,2
false,10,21,13,13,5,3
false,23,21,20,24,24,18
false,9,10,24,3,1,9
false,12,1,18,8,7,13
false,14,19,3,14,4,18
false,22,22,18,10,8,11
false,13,19,18,24,3,3
false,4,4,17,21,15,23
false,11,16,24,12,23,4
false,4,2,23,23,3,3
false,5,20,1,19,10,6
false,20,1,15,21,22,22
false,3,19,24,6,2,4
false,2,24,2,14,10,17
false,24,5,11,4,7,10
false,6,9,22,22,24,5
false,1,11,6,6,1,20
false,13,9,15,6,11,20
false,10,20,7,1,5,10
false,5,3,24,19,2,7
false,10,21,15,2,9,8
false,4,10,14,24,13,20
false,17,19,24,10,21,17
false,5,9,19,6,7,11
false,12,9,13,12,9,16
false,15,20,18,11,1,11
false,19,22,18,19,20,23
false,17,1,22,22,3,2
false,13,20,11,17,22,23
false,7,8,17,11,23,8
false,18,5,17,15,21,21
false,5,14,18,13,3,15
false,3,13,4,16,12,3
false,2,5,16,19,4,17
false,23,20,20,4,3,20
false,23,3,1,4,6,3
false,5,4,1,22,3,7
false,19,13,14,17,4,22
false,12,23,20,18,20,9
false,11,23,12,11,20,24
false,6,14,3,21,18,23
false,16,20,9,8,13,20
false,23,15,14,12,15,6
false,13,22,12,1,18,23
false,3,6,8,21,3,24
false,1,24,24,16,4,17
false,6,9,12,15,21,4
false,22,9,21,15,22,21
false,7,14,6,2,3,9
false,17,17,10,24,12,15
false,8,3,21,6,7,17
false,1,20,1,14,15,2
false,10,10,6,18,13,4
false,15,19,8,23,10,21
false,22,4,7,23,2,6
false,9,7,15,13,19,3
false,12,21,16,12,13,3
false,24,2,23,24,24,7
false,1,11,2,13,24,17
false,19,4,18,22,7,7
false,8,16,7,18,11,2
false,1,23,14,6,14,13
false,20,24,15,1,17,12
false,8,22,3,16,2,8
false,22,11,17,20,13,2
false,16,20,20,8,12,11
false,16,21,15,16,12,10
false,1,3,21,14,24,6
false,16,13,3,13,4,22
false,21,5,13,12,1,24
false,15,2,21,3,2,9
false,10,20,3,20,4,10
false,15,12,13,13,12,7
false,2,22,3,22,10,13
false,4,5,5,5,1,5
false,12,9,2,18,1,13
false,18,2,2,22,9,5
false,22,17,13,10,3,21
false,11,9,11,11,18,20
false,23,1,24,8,12,13
false,5,10,20,8,11,18
false,23,9,14,10,15,20
false,10,1,18,21,3,4
false,5,12,14,9,3,23
false,17,3,11,5,23,13
false,9,9,24,23,15,1
false,12,10,22,15,3,12
false,14,20,5,23,9,10
false,11,13,14,11,18,10
false,22,6,17,18,7,12
false,1,10,9,19,15,5
false,8,23,6,5,10,15
false,18,2,16,19,18,16
false,7,16,8,21,1,12
false,16,15,13,7,10,23
false,22,3,11,14,9,16
false,23,5,23,7,14,3
false,9,21,9,12,22,16
false,4,4,7,18,14,17
false,3,21,23,11,4,6
false,4,8,12,5,19,23
false,23,5,19,20,16,18
false,16,6,17,7,5,13
false,2,20,22,3,2,17
false,12,10,20,12,20,8
false,18,2,18,16,8,11
false,7,8,23,2,21,17
false,4,23,24,13,9,11
false,2,9,15,17,24,16
false,9,20,21,3,7,14
false,12,24,19,12,19,20
false,15,10,21,9,7,9
false,3,11,20,20,24,17
false,6,22,1,8,14,12
false,16,11,6,8,2,6
false,9,10,11,4,12,20
false,10,16,20,17,19,24
false,9,3,2,23,9,8
false,11,13,16,23,16,8
false,10,13,6,2,9,11
false,10,21,8,17,16,24
false,3,21,21,12,15,20
false,18,24,8,4,22,16
false,12,5,9,14,4,16
false,4,13,9,13,1,15
false,5,23,20,7,21,9
false,22,24,23,24,6,8
false,17,9,12,22,7,24
false,18,15,5,22,20,9
false,12,4,17,9,24,13
false,3,22,11,14,21,6
false,15,4,1,19,13,13
false,19,24,1,3,6,9
false,3,16,22,6,5,5
false,20,18,14,14,2,5
false,22,10,12,6,14,12
false,23,18,10,20,15,8
false,6,6,13,9,23,2
false,13,8,20,15,17,5
false,23,8,24,8,3,5
false,9,7,8,5,19,17
false,24,3,10,1,4,20
false,13,11,4,10,22,12
false,8,17,12,16,17,24
false,6,18,23,21,12,1
false,4,15,14,7,9,23
false,3,5,11,13,19,21
false,7,10,16,21,12,10
false,2,2,2,6,4,10
false,14,11,13,2,19,23
false,19,14,22,18,16,3
false,18,9,3,8,3,21
false,15,22,9,23,3,17
false,19,23,1,4,20,3
false,7,17,15,1,20,12
false,5,19,12,17,12,4
false,8,2,23,5,9,20
false,17,4,16,16,8,19
false,20,20,21,10,15,3
false,22,2,7,10,11,19
false,6,11,12,5,5,9
false,10,3,5,4,1,11
false,13,19,24,13,18,21
false,18,17,3,21,22,5
false,7,8,19,9,3,6
false,23,15,21,18,22,9
false,21,17,16,12,9,17
false,3,9,22,19,19,22
false,19,13,21,7,6,13
false,24,10,6,19,15,9
false,6,20,1,12,15,6
false,11,3,16,7,1,23
false,20,5,18,4,9,5
false,3,3,1,20,14,9
false,24,8,8,13,2,7
false,2,21,3,9,15,23
false,19,24,19,15,4,16
false,1,7,7,4,12,5
false,6,1,11,5,9,19
false,4,12,11,11,22,11
false,6,2,18,9,7,17
false,24,12,8,22,17,23
false,20,20,4,3,22,13
false,6,11,14,13,7,3
false,10,6,9,19,1,9
false,10,23,4,2,7,11
false,5,11,15,14,11,4
false,9,12,21,21,7,5
false,7,20,1,22,12,24
false,13,6,6,13,14,10
false,7,11,24,23,4,24
false,22,5,14,6,23,21
false,20,21,3,1,2,23
false,2,21,7,9,6,15
false,1,23,10,22,23,20
false,12,4,17,11,22,11
false,5,8,12,8,16,19
false,17,22,22,13,14,16
false,18,7,5,21,24,20
false,19,7,21,9,20,23
false,5,13,15,21,4,18
false,11,8,3,12,11,2
false,18,10,22,15,7,11
false,2,7,9,9,10,10
false,11,8,8,5,3,22
false,22,21,6,6,20,3
false,14,5,23,1,3,3
false,22,6,13,12,6,8
false,3,20,19,21,3,16
false,5,14,9,1,11,12
false,6,3,3,20,16,5
false,2,9,15,16,2,3
false,8,16,16,12,4,22
false,3,4,18,10,24,6
false,7,21,16,18,8,2
false,13,23,17,12,5,12
false,4,2,15,15,17,14
false,4,17,14,21,10,14
false,22,16,8,23,6,1
false,11,2,22,16,1,20
false,11,22,9,6,10,10
false,16,21,23,13,11,5
false,4,4,20,6,9,4
false,9,22,15,5,20,3
false,14,7,16,4,13,23
false,9,19,24,8,5,7
false,12,7,16,11,18,7
false,10,4,19,18,19,24
false,7,18,18,20,16,6
false,2,22,12,17,20,11
false,19,21,2,20,7,4
false,3,19,5,10,18,6
false,8,6,13,10,7,9
false,23,8,21,22,18,23
false,9,12,3,4,10,5
false,3,7,6,6,13,19
false,12,13,10,10,24,21
false,8,12,18,8,14,13
false,8,4,24,17,24,11
false,4,16,19,9,20,20
false,22,15,16,24,16,17
false,11,21,16,1,3,20
false,4,15,8,23,16,3
false,23,1,2,15,11,1
false,5,23,17,19,14,14
false,19,6,14,9,9,22
false,18,4,13,21,14,12
false,9,11,1,7,11,14
false,24,11,13,2,19,2
false,6,2,8,1,21,13
false,2,14,7,20,9,6
false,3,24,24,15,2,13
false,2,18,20,1,4,13
false,5,11,7,24,4,23
false,3,21,17,10,2,20
false,13,4,15,3,14,7
false,17,18,14,1,11,16
false,17,2,4,8,11,11
false,18,24,7,15,6,4
false,15,13,23,8,7,15
false,19,22,19,21,11,8
false,20,7,8,16,23,22
false,22,23,16,23,12,14
false,18,6,20,7,10,15
false,8,23,20,11,10,3
false,24,6,10,9,22,12
false,22,6,1,21,16,22
false,19,20,12,2,17,5
false,22,8,16,9,11,9
false,6,7,20,23,3,11
false,19,15,23,3,20,18
false,22,6,3,2,3,5
false,22,14,17,15,9,24
false,19,2,3,4,4,5
false,23,16,20,1,3,12
false,8,13,21,19,10,22
false,11,24,8,14,22,14
false,22,6,14,13,14,22
false,17,19,3,3,13,17
false,3,20,13,11,23,8
false,10,16,20,22,9,5
false,17,12,8,18,16,5
false,23,20,24,1,22,5
false,21,4,1,15,15,13
false,13,8,23,10,21,20
false,11,20,20,15,19,3
false,4,1,23,18,24,13
false,8,12,2,16,9,13
false,1,21,10,10,17,22
false,20,8,14,15,5,21
false,8,21,10,17,22,8
false,11,20,7,22,14,2
false,24,19,5,1,2,10
false,21,3,6,19,8,3
false,24,13,11,20,2,9
false,17,1,18,6,1,20
false,11,8,2,18,1,12
false,20,2,21,22,6,17
false,13,16,8,17,2,12
false,8,24,17,6,9,6
false,15,19,12,18,6,24
false,5,23,17,21,13,5
false,19,8,4,8,24,2
false,23,17,2,1,11,17
false,22,1,11,22,24,23
false,14,10,21,14,16,6
false,3,20,17,6,22,19
false,8,19,4,5,12,6
false,23,2,21,17,8,5
false,17,7,24,19,16,19
false,8,15,24,5,19,6
false,14,18,24,7,6,21
false,8,6,15,14,3,11
false,22,4,14,18,5,6
false,18,11,12,7,2,24
false,9,6,11,22,6,5
false,23,14,3,24,21,7
false,21,3,18,5,3,5
false,10,7,22,13,16,6
false,22,2,16,24,24,18
false,11,12,13,17,15,20
false,6,17,14,18,18,6
false,6,2,6,15,16,24
false,3,10,20,22,15,22
false,21,22,4,12,15,2
false,3,15,24,3,4,14
false,13,10,6,2,7,19
false,19,4,11,15,12,9
false,13,6,21,23,22,14
false,5,16,4,7,10,19
false,7,11,15,16,15,6
false,19,24,17,20,10,13
false,15,15,13,14,16,22
false,5,8,17,13,19,18
false,5,7,13,18,22,1
false,24,13,19,11,8,11
false,4,9,9,23,15,22
false,14,14,1,1,18,15
false,12,11,18,18,8,5
false,22,19,19,5,18,13
false,21,2,20,18,22,22
false,18,23,20,16,8,11
false,17,22,12,4,12,19
false,23,12,6,14,23,22
false,13,9,8,5,22,5
false,4,7,14,21,19,10
false,2,2,14,7,14,9
false,1,11,1,19,17,6
false,5,9,15,11,12,8
false,4,2,6,16,22,5
false,18,12,23,20,3,24
false,15,14,2,8,13,18
false,8,24,15,1,24,8
false,22,21,10,14,8,24
false,24,6,6,8,11,18
false,11,4,4,4,22,12
false,22,6,13,18,13,19
false,15,8,19,1,11,8
false,21,16,5,11,11,3
false,10,9,13,10,11,11
false,3,11,5,19,11,3
false,14,22,14,15,14,1
false,1,11,20,1,8,17
false,24,10,22,4,16,6
false,7,12,9,1,1,2
false,21,21,21,3,24,19
false,12,6,17,7,4,17
false,6,10,18,12,8,8
false,1,15,12,20,9,11
false,7,3,7,8,14,2
false,8,17,14,8,6,6
false,10,20,3,22,7,21
false,16,1,5,7,10,10
false,15,4,11,16,12,11
false,19,3,22,16,17,6
false,1,24,8,2,18,8
false,19,3,8,21,16,11
false,1,23,11,2,19,11
false,17,24,15,14,15,8
false,17,10,23,7,3,6
false,1,6,22,7,2,24
false,5,4,4,16,18,5
false,19,12,2,13,2,12
false,3,18,20,1,5,3
false,11,3,2,16,15,5
false,12,21,12,11,8,1
false,5,10,2,2,18,5
false,11,8,23,22,4,10
false,24,6,2,10,21,10
false,13,19,1,12,4,12
false,18,16,3,2,21,7
false,20,20,6,8,21,1
false,18,10,16,11,16,18
false,20,12,12,23,19,8
false,12,22,4,6,11,23
false,3,15,9,9,10,6
false,20,16,15,12,7,15
false,24,10,10,19,22,9
false,22,23,18,12,21,14
false,15,15,11,24,4,12
false,2,24,13,4,2,10
false,11,16,16,18,5,6
false,11,19,6,24,22,12
false,17,19,22,9,24,20
false,12,11,24,14,23,19
false,1,8,20,1,11,10
false,6,10,1,8,10,20
false,13,19,20,15,24,14
false,8,18,12,5,8,1
false,8,3,2,20,9,20
false,21,20,1,6,8,9
false,7,3,21,15,15,5
false,21,2,12,12,1,10
false,7,15,13,11,9,5
false,24,4,6,3,7,22
false,21,10,24,6,3,5
false,6,22,5,17,13,13
false,21,12,21,7,4,18
false,13,10,7,14,12,18
false,6,2,11,11,23,17
false,20,6,21,17,24,15
false,5,23,18,3,22,16
false,11,11,22,5,23,24
false,10,8,14,6,16,3
false,14,9,6,5,12,4
false,24,8,4,10,6,2
false,5,16,2,17,23,1
false,15,8,23,22,19,14
false,9,5,19,8,21,16
false,19,21,20,7,9,15
false,14,17,11,23,8,22
false,20,7,21,16,10,24
false,23,3,9,3,7,10
false,16,9,12,15,14,11
false,16,18,7,2,13,9
false,8,18,17,10,2,14
false,2,11,7,10,11,5
false,4,1,13,21,3,13
false,16,3,21,23,9,3
false,8,7,17,8,23,4
false,13,5,2,22,8,9
false,19,20,19,8,15,22
false,2,16,10,22,8,7
false,20,13,9,13,4,14
false,6,11,11,1,8,6
false,10,16,16,11,22,12
false,2,9,3,16,6,15
false,17,13,20,5,3,1
false,20,5,22,11,21,10
false,4,15,3,19,13,23
false,13,17,19,2,18,22
false,23,10,18,19,23,18
false,15,23,4,15,20,19
false,18,5,11,20,15,6
false,24,19,2,23,7,16
false,11,13,3,22,11,24
false,2,18,14,1,20,13
false,7,15,17,1,2,16
false,15,2,19,9,20,12
false,9,22,10,23,17,4
false,14,18,17,7,14,24
false,7,18,9,9,19,17
false,3,8,4,21,20,7
false,16,7,11,21,5,8
false,24,17,3,6,13,12
false,12,4,4,5,16,18
false,7,7,8,23,7,1
false,4,14,19,13,18,1
false,15,8,6,15,5,20
false,17,17,8,7,16,22
false,2,14,3,11,1,2
false,8,4,11,5,5,3
false,16,15,13,11,15,3
false,22,8,24,17,15,11
false,2,15,18,11,6,17
false,23,3,15,8,13,10
false,12,13,1,19,22,7
false,5,15,13,18,14,10
false,19,20,19,8,12,10
false,19,18,1,9,10,24
false,9,7,9,22,5,11
false,17,20,15,20,2,5
false,9,18,19,19,19,16
false,19,1,21,6,5,2
false,23,23,15,12,7,18
false,14,21,18,22,21,3
false,11,8,13,14,24,5
false,13,3,19,21,7,21
false,11,24,20,2,1,5
false,17,21,18,14,4,17
false,7,24,3,23,5,23
false,4,17,5,18,9,15
false,2,10,7,17,20,15
false,8,1,11,20,22,11
false,5,17,19,9,15,12
false,4,12,21,19,11,11
false,2,8,10,15,1,23
false,10,22,8,9,13,5
false,19,15,1,5,22,17
false,15,8,18,12,12,13
false,21,1,6,20,14,5
false,24,23,19,20,22,16
false,20,13,8,10,18,21
false,20,18,9,19,18,3
false,17,20,3,16,4,6
false,7,5,20,12,20,13
false,6,23,2,12,21,17
false,1,1,17,10,16,19
false,10,8,11,2,3,24
false,8,11,24,14,18,16
false,8,17,20,22,11,2
false,19,14,17,8,21,10
false,2,24,2,4,1,4
false,2,11,22,6,13,13
false,12,14,15,21,24,1
false,18,20,14,4,14,13
false,3,15,19,22,12,5
false,21,10,8,7,19,6
false,3,19,13,6,5,10
false,12,22,4,11,22,18
false,4,9,2,2,7,7
false,19,10,20,6,17,18
false,7,2,21,14,17,20
false,24,5,2,7,11,15
false,21,23,19,19,21,21
false,10,14,11,20,9,15
false,12,23,12,20,13,24
false,22,24,3,17,1,24
false,6,8,17,8,3,19
false,15,2,20,24,22,22
false,1,24,15,13,15,9
false,4,5,10,12,5,10
false,11,18,17,13,17,11
false,11,4,9,13,1,6
false,6,21,23,13,23,24
false,8,20,19,23,22,6
false,16,5,19,21,8,8
false,8,24,22,16,4,21
false,21,13,9,13,6,22
false,20,3,22,20,11,15
false,7,1,8,23,17,7
false,9,5,16,17,12,3
false,24,17,23,23,18,8
false,4,5,5,16,4,15
false,17,18,9,14,1,23
false,4,19,22,9,9,21
false,13,4,17,1,17,3
false,20,19,12,15,24,17
false,12,4,1,14,8,10
false,23,1,1,21,6,3
false,16,2,9,9,8,23
false,9,6,22,24,1,15
false,21,15,12,24,14,16
false,3,1,20,20,16,19
false,21,3,19,7,21,18
false,13,6,21,6,20,21
false,7,18,9,5,14,3
false,6,16,16,16,24,2
false,4,18,19,20,6,21
false,20,16,10,16,10,11
false,7,1,19,5,5,24
false,10,1,1,24,8,11
false,16,2,4,3,21,16
false,3,5,24,12,11,14
false,18,15,19,21,12,5
false,2,12,5,12,18,11
false,6,3,16,3,5,14
false,19,3,11,6,17,19
false,16,24,19,15,23,14
false,23,15,2,19,21,16
false,12,11,8,1,9,10
false,21,3,14,15,16,13
false,15,7,19,13,20,12
false,2,14,11,4,3,15
false,24,21,3,17,17,4
false,14,23,18,9,20,12
false,22,24,11,5,4,20
false,6,23,7,15,22,17
false,4,4,22,11,18,8
false,3,23,12,22,17,14
false,23,3,3,21,24,18
false,3,18,5,16,18,22
false,4,15,1,18,13,21
false,4,15,4,14,15,24
false,17,21,12,20,21,22
false,19,4,22,1,2,11
false,18,12,8,12,17,2
false,18,24,1,20,9,22
false,14,7,1,18,15,17
false,17,8,1,4,19,11
false,20,9,5,19,16,6
false,6,20,22,3,17,2
false,10,3,19,9,12,11
false,21,19,9,4,19,21
false,22,23,5,18,19,13
false,3,20,20,16,3,13
false,16,22,15,3,8,2
false,18,5,3,18,3,4
false,10,1,2,21,12,9
false,12,24,1,15,20,23
false,15,22,1,20,19,15
false,1,8,10,16,11,14
false,5,11,7,18,13,8
false,20,22,24,8,12,18
false,3,11,15,15,19,14
false,19,7,11,2,11,21
false,23,16,12,16,5,16
false,13,3,10,4,13,11
false,19,4,7,9,23,3
false,16,13,2,1,20,15
false,16,21,10,17,20,12
false,19,22,3,3,24,4
false,12,8,7,6,5,19
false,8,2,18,4,10,13
false,3,23,5,17,24,12
false,15,3,15,15,15,18
false,12,22,7,20,17,21
false,12,2,1,10,2,18
false,18,18,3,4,16,12
false,16,16,8,15,22,16
false,3,24,14,15,13,17
false,5,1,11,6,14,9
false,11,23,7,5,7,23
false,23,7,11,14,9,16
false,9,17,24,20,3,23
false,18,19,12,11,18,9
false,15,11,18,15,20,16
false,20,10,18,1,9,21
false,5,2,11,18,17,22
false,20,4,21,19,12,5
false,19,19,7,8,8,15
false,22,23,20,11,15,6
false,16,1,20,5,22,18
false,13,14,22,10,3,22
false,14,17,9,17,21,6
false,14,7,17,6,7,1
false,12,2,10,16,9,20
false,16,23,11,6,2,17
false,18,12,12,17,23,23
false,24,18,24,8,10,1
false,19,5,13,12,6,7
false,9,7,6,5,9,17
false,18,19,1,3,23,24
false,10,13,14,4,14,3
false,9,16,6,18,16,18
false,19,18,12,15,20,21
false,22,15,1,8,2,18
false,10,18,17,2,21,22
false,8,18,22,24,3,18
false,12,2,16,9,15,5
false,17,2,14,17,16,5
false,16,19,22,19,9,9
false,17,16,10,14,21,19
false,18,2,20,1,19,5
false,19,11,8,23,21,9
false,15,17,13,18,11,16
false,20,14,3,1,2,19
false,21,6,9,24,23,11
false,16,2,16,13,11,22
false,3,7,9,20,22,1
false,5,5,18,23,6,24
false,19,24,13,16,20,22
false,17,24,5,15,15,3
false,9,18,2,9,1,5
false,4,6,19,12,19,7
false,3,2,14,16,21,6
false,8,3,4,18,17,18
false,12,19,9,14,7,4
false,13,6,20,2,21,8
false,18,5,7,6,6,19
false,23,7,10,8,1,8
false,13,20,21,7,16,21
false,21,1,8,16,15,9
false,8,4,21,7,16,3
false,2,1,13,20,9,12
false,1,18,22,18,22,7
false,18,9,17,12,24,12
false,8,24,1,19,15,20
false,17,8,1,11,18,7
false,22,8,8,13,23,4
false,10,17,1,6,20,1
false,9,9,3,21,16,3
false,15,21,14,12,23,14
false,4,15,20,15,4,10
false,8,2,9,19,7,12
false,17,6,19,8,19,20
false,3,8,6,16,16,8
false,20,17,14,19,22,10
false,24,17,21,3,22,23
false,22,21,13,15,5,18
false,16,18,6,11,22,12
false,8,3,17,3,22,21
false,17,18,5,15,16,4
false,22,5,19,7,20,22
false,5,6,7,2,22,9
false,11,5,15,6,17,12
false,11,23,16,5,5,24
false,22,10,10,14,15,3
false,17,15,14,12,12,22
false,13,17,4,24,13,9
false,14,22,3,5,5,18
false,17,6,7,2,20,13
false,12,3,10,13,3,18
false,22,22,20,20,9,1
false,9,2,1,22,2,9
false,9,9,20,2,21,9
false,24,5,6,6,22,20
false,22,16,22,9,15,24
false,9,4,18,19,12,7
false,15,19,24,23,3,20
false,17,5,24,4,2,20
false,8,15,22,24,9,19
false,10,5,24,23,14,9
false,8,17,5,2,22,3
false,14,11,16,14,17,1
false,21,19,19,19,1,6
false,6,21,17,19,17,9
false,3,3,4,7,20,9
false,8,19,18,18,8,4
false,18,6,8,23,16,7
false,10,20,20,18,1,17
false,6,15,21,22,12,18
false,20,20,13,17,19,14
false,2,22,13,24,16,18
false,22,24,16,23,24,16
false,8,15,13,14,12,23
false,13,10,16,9,6,19
false,5,2,12,20,2,22
false,24,12,10,18,3,24
false,1,9,9,4,18,12
false,22,14,24,16,2,14
false,18,19,9,2,3,15
false,22,16,14,5,10,12
false,10,3,4,9,8,10
false,14,4,7,8,5,6
false,13,21,2,13,18,13
false,9,10,20,7,2,13
false,9,8,15,17,13,12
false,19,23,13,22,2,24
false,1,17,10,7,9,17
false,24,3,20,1,10,24
false,3,8,10,7,2,12
false,6,5,1,9,3,23
false,9,5,24,1,9,15
false,10,16,20,19,10,1
false,16,24,13,23,10,15
false,18,16,8,22,16,5
false,24,10,3,4,9,22
false,24,8,18,24,13,4
false,5,19,7,20,14,20
false,22,8,1,2,15,21
false,16,8,11,16,14,16
false,7,14,7,16,15,12
false,20,3,13,24,4,3
false,10,2,2,22,19,9
false,22,22,22,21,16,11
false,7,1,19,16,14,13
false,2,7,23,9,5,14
false,17,3,16,17,6,2
false,7,12,17,15,19,15
false,11,16,19,4,21,1
false,1,7,24,22,20,11
false,12,14,16,1,5,8
false,11,20,3,23,21,2
false,16,7,24,10,6,17
false,1,4,3,13,22,11
false,13,16,11,17,14,1
false,18,16,5,18,23,2
false,15,22,18,24,3,13
false,9,2,13,1,1,15
false,15,6,23,6,24,13
false,19,18,7,9,17,11
false,2,8,17,2,3,13
false,17,6,3,6,14,15
false,16,5,9,3,6,5
false,19,17,17,14,10,10
false,5,13,2,8,21,20
false,13,22,14,17,2,24
false,19,13,19,16,12,23
false,22,8,18,23,18,6
false,23,9,1,12,13,7
false,15,7,7,4,3,8
false,23,23,11,15,5,21
false,11,16,12,23,13,23
false,9,3,23,7,12,13
false,12,6,23,18,22,1
false,9,22,4,9,11,3
false,23,4,22,7,13,5
false,14,17,9,19,9,9
false,16,20,12,24,18,5
false,11,3,16,4,14,8
false,22,20,13,18,24,13
false,18,14,1,6,9,13
false,3,14,14,20,1,11
false,17,1,23,2,4,2
false,21,1,14,12,21,22
false,1,9,6,10,2,21
false,21,20,15,3,23,10
false,20,5,19,24,4,11
false,18,6,18,6,17,14
false,14,5,9,9,2,5
false,6,15,12,6,8,20
false,10,20,9,12,20,20
false,20,8,19,9,22,21
false,12,22,22,11,1,22
false,14,4,5,9,12,6
false,9,20,11,13,1,11
false,18,17,23,15,11,9
false,15,2,6,2,9,1
false,6,12,21,1,21,3
false,4,6,9,3,21,3
false,14,14,20,21,19,24
false,17,19,10,12,2,5
false,23,2,3,7,22,7
false,20,9,16,13,11,13
false,20,22,17,22,5,22
false,12,17,21,3,14,4
false,1,19,24,6,15,14
false,18,13,16,21,23,9
false,21,20,22,20,15,6
false,6,11,10,24,22,2
false,23,11,3,20,3,24
false,3,21,23,6,9,4
false,4,4,18,3,16,4
false,11,10,17,17,5,21
false,8,20,9,1,7,15
false,3,15,7,17,4,13
false,23,2,9,13,23,4
false,4,22,7,4,19,20
false,11,7,15,22,5,17
false,20,9,20,10,20,23
false,12,5,2,2,13,21
false,10,23,5,20,18,21
false,21,23,19,13,15,24
false,7,14,16,19,16,11
false,10,10,12,6,3,23
false,24,17,13,12,18,7
false,6,10,20,5,9,9
false,11,10,10,16,3,22
false,8,10,9,9,18,2
false,21,5,17,20,21,22
false,24,24,24,4,11,9
false,7,4,22,7,13,11
false,6,15,24,15,9,24
